threshold,TP,FP,TN,FN,precision,recall
0.0,28,53,0,0,0.345679012345679,1.0
0.05,11,6,47,17,0.6470588235294118,0.39285714285714285
0.1,9,0,53,19,1.0,0.32142857142857145
0.15000000000000002,9,0,53,19,1.0,0.32142857142857145
0.2,9,0,53,19,1.0,0.32142857142857145
0.25,9,0,53,19,1.0,0.32142857142857145
0.30000000000000004,9,0,53,19,1.0,0.32142857142857145
0.35000000000000003,9,0,53,19,1.0,0.32142857142857145
0.4,9,0,53,19,1.0,0.32142857142857145
0.45,9,0,53,19,1.0,0.32142857142857145
0.5,9,0,53,19,1.0,0.32142857142857145
0.55,9,0,53,19,1.0,0.32142857142857145
0.6000000000000001,9,0,53,19,1.0,0.32142857142857145
0.65,9,0,53,19,1.0,0.32142857142857145
0.7000000000000001,9,0,53,19,1.0,0.32142857142857145
0.75,9,0,53,19,1.0,0.32142857142857145
0.8,9,0,53,19,1.0,0.32142857142857145
0.8500000000000001,9,0,53,19,1.0,0.32142857142857145
0.9,9,0,53,19,1.0,0.32142857142857145
0.9500000000000001,9,0,53,19,1.0,0.32142857142857145
1.0,0,0,53,28,1,0.0
